N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
1177,한투 레버리지일본니케이225선물 ETN(H),"31,755",상승 120,+0.38%,0,794,"2,500",0.00,236,N/A,N/A
1178,KODEX TRF7030,"21,375",하락 110,-0.51%,0,791,"3,700",0.02,"27,721",N/A,N/A
1180,아모레퍼시픽홀딩스우,"12,260",하락 170,-1.37%,500,790,"6,444",40.06,"4,796",10.06,N/A
1181,ACE 200TR,"39,480",상승 520,+1.33%,0,790,"2,000",0.05,"12,162",N/A,N/A
1182,RISE 5G테크,"22,430",상승 460,+2.09%,0,785,"3,500",0.29,"418,098",N/A,N/A
1183,팜젠사이언스,"4,140",하락 25,-0.60%,500,779,"18,818",2.80,"50,514",16.63,1.16
1184,한솔로지스틱스,"2,765",하락 75,-2.64%,500,778,"28,156",5.02,"101,896",6.48,7.00
1185,대현,"1,758",하락 7,-0.40%,500,778,"44,282",4.13,"97,203",12.65,5.99
1186,TIGER 중국소비테마,"7,450",하락 30,-0.40%,0,776,"10,410",0.06,"24,826",N/A,N/A
1187,신한 S&P500 VIX S/T 선물 ETN E,"12,910",하락 100,-0.77%,0,775,"6,000",0.00,"3,114",N/A,N/A
1188,KODEX 미국AI소프트웨어TOP10,"15,955",상승 205,+1.30%,0,774,"4,850",0.08,"76,787",N/A,N/A
1189,RISE 미국S&P500(H),"16,450",상승 25,+0.15%,0,773,"4,700",0.03,"100,356",N/A,N/A
1190,KODEX Top10동일가중,"11,150",상승 155,+1.41%,0,769,"6,900",0.00,"8,933",N/A,N/A
1191,TIGER Fn신재생에너지,"18,295",하락 190,-1.03%,0,768,"4,200",0.12,"70,309",N/A,N/A
1192,오리엔트바이오,644,하락 19,-2.87%,500,764,"118,583",2.31,"1,993,508",-10.22,-16.82
1193,IHQ,"10,760",보합 0,0.00%,500,762,"7,084",1.18,0,-8.49,-23.95
1194,인터지스,"2,555",보합 0,0.00%,500,760,"29,748",6.62,"85,193",5.03,5.26
1195,한투 레버리지 은 선물 ETN,"75,990",하락 40,-0.05%,0,760,"1,000",0.00,"1,717",N/A,N/A
1196,ACE 단기채권알파액티브,"110,155",상승 10,+0.01%,0,759,689,0.03,"1,489",N/A,N/A
1197,ACE 미국30년국채선물레버리지(합성 H),"5,560",하락 70,-1.24%,0,759,"13,650",0.06,"42,526",N/A,N/A
1198,메리츠 레버리지 금 선물 ETN(H),"75,865",하락 370,-0.49%,0,759,"1,000",0.00,92,N/A,N/A
1199,N2 레버리지 금 선물 ETN(H),"75,725",하락 655,-0.86%,0,757,"1,000",0.00,3,N/A,N/A
1200,지엠비코리아,"3,965",하락 15,-0.38%,500,756,"19,072",55.11,"12,283",4.20,5.76
1201,미래에셋 레버리지 KRX 금현물 ETN,"37,730",하락 110,-0.29%,0,755,"2,000",0.00,"39,843",N/A,N/A
1202,TIGER 글로벌4차산업혁신기술(합성 H),"20,685",상승 220,+1.08%,0,753,"3,640",0.23,"8,768",N/A,N/A
1203,ACE 미국주식베스트셀러,"21,170",상승 65,+0.31%,0,752,"3,550",0.10,"18,328",N/A,N/A
1204,호전실업,"8,000",하락 160,-1.96%,500,750,"9,376",3.90,"43,505",4.35,14.35
1205,TIGER 차이나바이오테크SOLACTIVE,"9,090",하락 45,-0.49%,0,749,"8,240",0.96,"37,420",N/A,N/A
1206,KODEX 미국S&P500버퍼3월액티브,"11,085",보합 0,0.00%,0,748,"6,750",0.02,780,N/A,N/A
1209,테이팩스,"15,500",하락 620,-3.85%,500,739,"4,770",3.28,"69,163",39.95,2.33
1210,유유제약,"4,315",상승 55,+1.29%,"1,000",735,"17,032",1.65,"167,713",14.06,7.35
1211,디와이덕양,"2,255",하락 35,-1.53%,500,734,"32,565",1.60,"39,984",8.71,16.76
1212,TIGER 차이나전기차레버리지(합성),"10,010",상승 300,+3.09%,0,734,"7,330",0.06,"10,043",N/A,N/A
1213,ACE 글로벌인컴TOP10,"11,825",하락 30,-0.25%,0,733,"6,200",0.02,"48,611",N/A,N/A
1214,TIGER Fn메타버스,"7,700",하락 100,-1.28%,0,732,"9,500",0.07,"44,156",N/A,N/A
1215,상상인증권,673,하락 9,-1.32%,"1,000",729,"108,337",1.45,"113,627",-3.76,-22.81
1216,하이스틸,"3,590",하락 55,-1.51%,500,725,"20,191",4.49,"79,120",199.44,-0.74
1217,깨끗한나라,"1,942",하락 6,-0.31%,"1,000",723,"37,241",0.81,"44,256",-2.44,-11.02
1219,RISE TDF2050액티브,"15,855",상승 5,+0.03%,0,721,"4,550",0.05,"65,887",N/A,N/A
1222,RISE 중국본토대형주CSI100,"23,825",상승 165,+0.70%,0,715,"3,000",0.02,"26,749",N/A,N/A
1223,KODEX 미국달러선물인버스,"7,655",상승 20,+0.26%,0,712,"9,300",0.06,"40,657",N/A,N/A
1224,KODEX 친환경조선해운액티브,"30,290",상승 305,+1.02%,0,712,"2,350",0.16,"33,069",N/A,N/A
1225,ACE 미국배당퀄리티+커버드콜액티브,"11,530",보합 0,0.00%,0,709,"6,150",0.03,"89,020",N/A,N/A
1226,KIWOOM 단기채권ESG액티브,"108,835",하락 10,-0.01%,0,707,650,0.41,542,N/A,N/A
1227,KODEX TDF2030액티브,"13,720",보합 0,0.00%,0,707,"5,150",0.07,"61,861",N/A,N/A
1228,HANARO 200선물레버리지,"50,400","상승 1,320",+2.69%,0,706,"1,400",0.00,"2,304",N/A,N/A
1229,아이티센씨티에스,577,하락 3,-0.52%,500,698,"121,051",1.64,"191,016",4.03,11.10
1230,코오롱모빌리티그룹우,"28,400","상한가 6,550",+29.98%,500,698,"2,456",0.58,"699,708","1,352.38",N/A
1231,KB Wise 분할매매 ETN,"11,610",보합 0,0.00%,0,697,"6,000",0.00,0,N/A,N/A
1232,KIWOOM 코리아밸류업,"16,935",상승 265,+1.59%,0,694,"4,100",0.04,"1,265",N/A,N/A
1233,WON 대한민국국고채액티브,"56,260",상승 10,+0.02%,0,694,"1,234",0.05,"1,362",N/A,N/A
1234,KODEX 200IT TR,"21,615",상승 655,+3.13%,0,692,"3,200",0.04,"8,744",N/A,N/A
1235,RISE 버크셔포트폴리오TOP10,"14,555",하락 150,-1.02%,0,691,"4,750",0.03,"75,660",N/A,N/A
1237,SOL 미국나스닥100,"15,875",상승 40,+0.25%,0,691,"4,350",0.05,"33,096",N/A,N/A
1238,삼성 KRX 금현물 ETN,"34,330",하락 80,-0.23%,0,687,"2,000",0.00,"4,026",N/A,N/A
1239,까뮤이앤씨,"1,141",하락 46,-3.88%,500,682,"59,751",0.91,"562,605",-15.01,-23.52
1240,유니온,"4,365",상승 15,+0.34%,500,681,"15,612",4.09,"104,723",-4.85,-39.45
1241,코오롱인더우,"24,600",하락 500,-1.99%,"5,000",681,"2,768",6.08,"14,500",7.71,N/A
1242,인디에프,906,하락 12,-1.31%,500,681,"75,113",2.35,"383,477",60.40,-3.52
1243,SG세계물산,336,하락 11,-3.17%,500,680,"202,425",1.80,"2,686,701",-16.80,2.10
1244,기신정기,"2,320",하락 25,-1.07%,500,677,"29,200",63.34,"15,310","-2,320.00",1.25
1245,미래에셋맵스리츠,"2,710",상승 20,+0.74%,"1,000",677,"24,995",0.65,"37,945",26.31,1.72
1246,KODEX 미국원자력SMR,"11,180",하락 225,-1.97%,0,676,"6,050",0.00,"1,090,603",N/A,N/A
1247,WON 종합채권(AA-이상)액티브,"50,980",보합 0,0.00%,0,675,"1,324",0.04,"1,129",N/A,N/A
1248,KIWOOM 미국나스닥100(H),"20,445",상승 85,+0.42%,0,675,"3,300",0.15,"126,870",N/A,N/A
1249,남양유업우,"33,700",하락 250,-0.74%,500,674,"2,000",11.41,"3,113",12.03,N/A
1250,삼화왕관,"31,250",상승 50,+0.16%,"5,000",673,"2,154",4.81,533,15.15,7.38
1252,화인베스틸,"1,801",상승 1,+0.06%,500,668,"37,115",4.35,"125,135",-3.55,-58.42
1253,RISE 2차전지TOP10,"11,570",상승 710,+6.54%,0,668,"5,775",4.79,"672,001",N/A,N/A
1254,혜인,"5,250",하락 20,-0.38%,500,667,"12,713",3.28,"35,200",6.36,6.19
1255,비상교육,"5,120",하락 80,-1.54%,500,665,"12,997",5.85,"20,506",11.82,-1.61
1256,ACE 중장기국공채액티브,"106,575",하락 95,-0.09%,0,665,624,0.00,105,N/A,N/A
1257,TIGER 미국S&P500레버리지(합성 H),"57,300",상승 220,+0.39%,0,665,"1,160",0.00,"6,443",N/A,N/A
1258,KODEX 미국달러선물,"14,955",하락 20,-0.13%,0,661,"4,420",0.06,"50,617",N/A,N/A
1259,대구백화점,"6,070",상승 10,+0.17%,"5,000",657,"10,822",4.11,"16,822",-2.19,-17.20
1260,WON 국공채머니마켓액티브,"54,515",상승 10,+0.02%,0,655,"1,202",0.07,"1,393",N/A,N/A
1261,1Q 미국나스닥100,"12,570",상승 25,+0.20%,0,654,"5,200",0.08,"692,055",N/A,N/A
1262,DL이앤씨2우(전환),"30,900",상승 450,+1.48%,"5,000",653,"2,112",4.57,"1,239",4.70,N/A
1263,WON 200,"60,545",상승 750,+1.25%,0,651,"1,075",0.00,"4,930",N/A,N/A
1264,인팩,"6,500",상승 120,+1.88%,500,650,"10,000",0.08,"81,675",12.75,1.90
1265,메리츠 KAP 통안채 3개월 ETN,"54,105",보합 0,0.00%,0,649,"1,200",0.00,0,N/A,N/A
1267,다스코,"3,440",상승 165,+5.04%,500,647,"18,797",1.93,"741,749",-14.04,-2.21
1268,KODEX TDF2060액티브,"11,110",하락 5,-0.04%,0,644,"5,800",0.12,"113,584",N/A,N/A
1269,유엔젤,"4,995",상승 20,+0.40%,500,644,"12,895",6.24,"53,757",11.89,6.36
1270,TIGER 미국배당다우존스타겟커버드콜1호,"11,495",하락 40,-0.35%,0,644,"5,600",3.23,"40,592",N/A,N/A
1271,전방,"38,300","하락 1,000",-2.54%,"5,000",643,"1,680",0.99,"2,516",2.12,4.59
1272,조광페인트,"5,020",보합 0,0.00%,500,643,"12,800",1.26,"18,856","5,020.00",8.77
1273,ACE 삼성그룹섹터가중,"22,945",상승 175,+0.77%,0,642,"2,800",0.03,"23,267",N/A,N/A
1274,화승알앤에이,"3,380",상승 5,+0.15%,500,642,"18,994",2.42,"102,396",2.41,24.66
1275,HANARO Fn K-POP&미디어,"7,925",하락 125,-1.55%,0,642,"8,100",0.28,"134,471",N/A,N/A
1276,새론오토모티브,"3,320",상승 40,+1.22%,500,637,"19,200",65.78,"5,115",16.60,4.08
1277,동원금속,"1,362",하락 4,-0.29%,500,637,"46,755",4.02,"170,721",2.25,17.68
1278,KODEX 코리아배당성장,"21,930",하락 155,-0.70%,0,636,"2,900",0.09,"14,572",N/A,N/A
1279,KODEX K콘텐츠,"12,970",하락 65,-0.50%,0,636,"4,900",1.10,"85,671",N/A,N/A
1280,SK케미칼우,"29,950",하락 650,-2.12%,"5,000",634,"2,115",9.08,"6,421",6.82,N/A
1281,진양화학,"2,985",상승 55,+1.88%,500,633,"21,200",1.74,"220,762",-34.71,-12.58
1282,TIGER 차이나글로벌리더스TOP3+,"11,715",하락 25,-0.21%,0,633,"5,400",2.89,"22,419",N/A,N/A
1283,TIGER 경기방어,"12,445",하락 60,-0.48%,0,632,"5,080",0.06,"12,095",N/A,N/A
1284,SOL 코리아밸류업TR,"17,310",상승 340,+2.00%,0,632,"3,650",0.05,"3,450",N/A,N/A
1285,키움 미국달러선물 ETN B,"10,530",상승 10,+0.10%,0,632,"6,000",0.00,3,N/A,N/A
1286,RISE AI전력인프라,"12,855",하락 105,-0.81%,0,630,"4,900",4.30,"123,327",N/A,N/A
1287,DSR,"3,930",상승 30,+0.77%,500,629,"16,000",1.72,"9,386",4.59,6.51
1288,SOL 미국넥스트테크TOP10액티브,"9,235",하락 15,-0.16%,0,628,"6,800",0.03,"572,289",N/A,N/A
1289,삼성 블룸버그 인버스2X WTI원유선물 ETN B,"15,655",하락 390,-2.43%,0,626,"4,000",0.00,"51,473",N/A,N/A
1290,고려산업,"2,510",하락 5,-0.20%,"1,000",626,"24,939",2.77,"32,100",6.84,3.72
1291,TIGER 200선물인버스2X,703,하락 17,-2.36%,0,623,"88,600",0.00,"8,531,612",N/A,N/A
1292,유니온머티리얼,"1,480",상승 30,+2.07%,500,622,"42,000",1.55,"948,102",-1.55,-117.43
1293,보락,"1,037",상승 10,+0.97%,200,621,"59,900",2.53,"902,543",-103.70,-3.16
1294,명문제약,"1,820",상승 64,+3.64%,500,618,"33,953",2.23,"432,654",42.33,-3.37
1295,미래에셋 2X 미국 테크&반도체 TOP3 ETN,"61,725",상승 750,+1.23%,0,617,"1,000",0.00,821,N/A,N/A
1296,PLUS 고배당주위클리고정커버드콜,"12,090",하락 100,-0.82%,0,617,"5,100",1.64,"134,999",N/A,N/A
1297,미래에셋 미국 테크&반도체 TOP3 ETN,"20,530",상승 115,+0.56%,0,616,"3,000",0.00,"5,436",N/A,N/A
1298,PLUS 글로벌원자력밸류체인,"15,295",하락 275,-1.77%,0,612,"4,000",0.14,"64,157",N/A,N/A
1299,현대건설우,"57,900",하락 400,-0.69%,"5,000",611,"1,055",4.09,"13,415",-24.42,N/A
1300,HANARO MSCI Korea TR,"25,415",상승 595,+2.40%,0,610,"2,400",0.00,"1,230",N/A,N/A
1301,TIGER 배당성장,"27,470",하락 150,-0.54%,0,610,"2,220",0.05,"16,609",N/A,N/A
1302,RISE 미국30년국채커버드콜(합성),"9,345",하락 85,-0.90%,0,607,"6,500",0.10,"130,607",N/A,N/A
1303,미래산업,"13,550",상승 290,+2.19%,500,607,"4,483",1.02,"40,409",4.81,7.24
1304,에셋플러스 글로벌플랫폼액티브,"17,305",하락 35,-0.20%,0,606,"3,500",0.02,"3,113",N/A,N/A
1305,보해양조,435,하락 4,-0.91%,500,605,"139,120",1.92,"150,742",7.63,8.00
1306,TIGER 200IT레버리지,"89,625","상승 4,790",+5.65%,0,605,675,0.00,"31,881",N/A,N/A
1307,하나 Solactive US Tech Top 10 ETN(H),"30,235",보합 0,0.00%,0,605,"2,000",0.00,0,N/A,N/A
1308,메리츠 레버리지 은 선물 ETN(H),"60,160",하락 135,-0.22%,0,602,"1,000",0.00,"2,598",N/A,N/A
1309,RISE 삼성그룹Top3채권혼합,"11,740",상승 65,+0.56%,0,599,"5,100",0.16,"145,012",N/A,N/A
1310,삼성 인버스0.5X S&P500 VIX S/T선물 ETN B,"19,930",상승 45,+0.23%,0,598,"3,000",0.00,513,N/A,N/A
1311,삼성 인버스 2X 천연가스 선물 ETN D,"14,945",하락 615,-3.95%,0,598,"4,000",0.00,"442,074",N/A,N/A
1312,HANARO 글로벌금채굴기업,"30,620",하락 110,-0.36%,0,597,"1,950",0.16,"25,887",N/A,N/A
1313,KoAct 미국나스닥성장기업액티브,"14,560",상승 100,+0.69%,0,597,"4,100",0.07,"164,392",N/A,N/A
1314,씨아이테크,"1,143",하락 12,-1.04%,500,596,"52,180",0.63,"54,943",163.29,-0.17
1315,평화홀딩스,"4,050",보합 0,0.00%,500,592,"14,625",19.73,"45,607",3.08,1.56
1316,KoAct 코리아밸류업액티브,"17,400",상승 290,+1.69%,0,592,"3,400",1.50,"44,183",N/A,N/A
1317,N2 레버리지 은 선물 ETN(H),"59,150",하락 690,-1.15%,0,592,"1,000",0.00,522,N/A,N/A
1318,상신브레이크,"2,750",상승 30,+1.10%,500,590,"21,471",2.40,"60,385",-7.97,7.57
1319,조비,"11,360",상승 130,+1.16%,"5,000",590,"5,192",1.69,"14,062",53.33,1.22
1320,TIGER 구리실물,"14,745",상승 185,+1.27%,0,590,"4,000",0.11,"168,717",N/A,N/A
1321,서울식품,151,하락 1,-0.66%,100,589,"390,175",2.16,"752,673",-21.57,-12.02
1322,삼일씨엔에스,"4,605",하락 140,-2.95%,"1,000",586,"12,732",0.79,"159,623",-92.10,-0.75
1323,SB성보,"2,925",하락 10,-0.34%,500,586,"20,020",1.28,"61,985",1.43,-2.66
1324,SJM,"3,750",하락 35,-0.92%,500,585,"15,605",6.82,"14,371",2.71,10.21
1325,KODEX 미국S&P500버퍼6월액티브,"11,685",하락 45,-0.38%,0,584,"5,000",0.10,"1,039",N/A,N/A
1326,TIGER 엔비디아미국채커버드콜밸런스(합성),"10,155",하락 50,-0.49%,0,584,"5,750",0.07,"62,707",N/A,N/A
1327,TIGER 글로벌비만치료제TOP2Plus,"10,145",하락 110,-1.07%,0,583,"5,750",4.18,"79,720",N/A,N/A
1328,KODEX 미국S&P500테크놀로지,"18,780",상승 150,+0.81%,0,582,"3,100",0.02,"25,136",N/A,N/A
1329,신한글로벌액티브리츠,"1,335",보합 0,0.00%,"1,000",580,"43,478",0.61,"104,824",-8.04,-6.61
1331,한투 인버스2X 나스닥100 ETN B,"5,765",하락 50,-0.86%,0,576,"10,000",0.00,"40,716",N/A,N/A
1332,KIWOOM 미국달러선물인버스,"7,950",보합 0,0.00%,0,576,"7,250",0.00,269,N/A,N/A
1333,1Q 코리아밸류업,"16,880",상승 200,+1.20%,0,574,"3,400",0.04,"14,092",N/A,N/A
1334,TIGER 게임TOP10,"5,095",하락 120,-2.30%,0,573,"11,250",0.14,"470,659",N/A,N/A
1335,메리츠 3X 레버리지 미국채30년 ETN,"47,750",하락 930,-1.91%,0,573,"1,200",0.00,"21,943",N/A,N/A
1336,광명전기,"1,322",하락 5,-0.38%,500,573,"43,338",4.82,"139,843",-1.05,-44.30
1337,성안머티리얼스,368,하락 11,-2.90%,100,573,"155,618",1.38,"417,042",-3.76,-111.28
1338,TIGER 글로벌온디바이스AI,"13,935",상승 5,+0.04%,0,571,"4,100",0.42,"8,948",N/A,N/A
1339,삼성 레버리지 나스닥 100 TR ETN,"57,080",상승 240,+0.42%,0,571,"1,000",0.00,57,N/A,N/A
1340,대양금속,"1,320",상승 15,+1.15%,500,570,"43,193",1.11,"161,056",-6.44,-16.25
1341,UNICORN SK하이닉스밸류체인액티브,"20,350",상승 605,+3.06%,0,570,"2,800",0.30,"275,205",N/A,N/A
1342,1Q 종합채권(AA-이상)액티브,"97,955",상승 25,+0.03%,0,568,580,0.00,364,N/A,N/A
1343,HANARO e커머스,"12,345",하락 5,-0.04%,0,568,"4,600",0.02,"9,731",N/A,N/A
1344,아이엠에셋 200,"59,750",상승 920,+1.56%,0,568,950,0.00,456,N/A,N/A
1345,SJM홀딩스,"3,795",하락 10,-0.26%,500,567,"14,934",1.14,"4,748",5.44,5.88
1346,TIMEFOLIO 글로벌탑픽액티브,"10,020",상승 5,+0.05%,0,566,"5,650",0.00,"162,555",N/A,N/A
1347,미래에셋 CAPE 실러 US Core Sector ETN,"11,310",상승 10,+0.09%,0,566,"5,000",0.00,"2,915",N/A,N/A
1348,신한 레버리지 다우존스지수 선물 ETN(H),"56,460",상승 165,+0.29%,0,565,"1,000",0.00,13,N/A,N/A
1349,한투 레버리지 천연가스 선물 ETN B,"5,620",상승 155,+2.84%,0,562,"10,000",0.00,"710,789",N/A,N/A
1350,KODEX 미국S&P500헬스케어,"13,675",하락 80,-0.58%,0,561,"4,100",0.04,"73,590",N/A,N/A
1351,롯데칠성우,"72,300",상승 300,+0.42%,500,561,775,5.47,"3,066",10.44,N/A
1352,PLUS 미국채30년액티브,"54,160",하락 455,-0.83%,0,560,"1,034",0.10,"7,809",N/A,N/A
1353,HANARO K-뷰티,"14,675",상승 145,+1.00%,0,558,"3,800",0.18,"56,908",N/A,N/A
1354,신풍제약우,"25,300",하락 300,-1.17%,500,557,"2,200",0.21,"7,452",-328.57,N/A
1355,써니전자,"1,561",하락 18,-1.14%,500,554,"35,507",6.10,"124,834",13.69,5.36
1356,유성기업,"2,135",상승 5,+0.23%,500,554,"25,948",9.84,"51,388",22.01,-3.80
1357,DSR제강,"3,835",상승 5,+0.13%,500,552,"14,400",8.65,"21,718",2.39,-15.70
1358,N2 방위산업 Top5 ETN,"27,550","상승 1,175",+4.45%,0,551,"2,000",0.00,404,N/A,N/A
1359,N2 전력인프라 Top5 ETN,"27,480",하락 60,-0.22%,0,550,"2,000",0.00,"2,352",N/A,N/A
1360,KODEX 200ESG,"23,880",상승 355,+1.51%,0,549,"2,300",0.03,"9,312",N/A,N/A
1361,영흥,540,보합 0,0.00%,500,547,"101,310",1.42,"27,958",-1.14,-4.11
1362,케이비아이동국실업,491,하락 4,-0.81%,500,546,"111,293",0.55,"197,465",2.01,12.34
1363,SOL 한국원자력SMR,"11,240",하락 320,-2.77%,0,545,"4,850",1.29,"874,188",N/A,N/A
1364,RISE 미국달러SOFR금리액티브(합성),"12,500",하락 20,-0.16%,0,544,"4,350",0.00,"5,790",N/A,N/A
1365,한화솔루션우,"21,100",하락 100,-0.47%,"5,000",543,"2,575",2.24,"7,034",-8.44,N/A
1366,삼화전자,"2,830",하락 50,-1.74%,"1,000",542,"19,166",4.54,"52,059",-6.36,-38.89
1367,선도전기,"3,000",보합 0,0.00%,500,540,"18,000",5.77,0,15.96,36.90
1368,ACE 라이프자산주주가치액티브,"15,635",상승 10,+0.06%,0,539,"3,450",0.06,"40,367",N/A,N/A
1369,BYC우,"25,000",보합 0,0.00%,500,538,"2,154",2.20,"3,806",10.87,N/A
1370,1Q 미국메디컬AI,"12,515",하락 90,-0.71%,0,538,"4,300",0.13,"104,276",N/A,N/A
1371,PLUS 글로벌희토류&전략자원생산기업,"7,250",상승 110,+1.54%,0,536,"7,400",0.17,"434,597",N/A,N/A
1372,KODEX 보험,"12,475",하락 245,-1.93%,0,536,"4,300",0.10,"98,579",N/A,N/A
1373,WON 미국S&P500,"19,110",상승 5,+0.03%,0,535,"2,800",0.07,"21,367",N/A,N/A
1374,KB 인버스 2X 미국 나스닥 100 TR ETN B,"17,730",보합 0,0.00%,0,532,"3,000",0.00,0,N/A,N/A
1375,범양건영,"1,935",보합 0,0.00%,"1,000",532,"27,480",1.12,0,-0.92,-114.79
1376,갤럭시아에스엠,"1,920",하락 11,-0.57%,500,529,"27,550",4.84,"168,663",16.84,4.21
1377,대유에이텍,"1,130",상승 6,+0.53%,500,529,"46,774",3.13,"124,239",-26.28,12.83
1378,SK디스커버리우,"40,100",상승 250,+0.63%,"5,000",526,"1,312",6.10,"5,266",12.87,N/A
1379,우성,"16,960",하락 80,-0.47%,"5,000",524,"3,090",0.51,996,2.01,10.29
1380,메타케어,305,상승 1,+0.33%,500,524,"171,777",1.01,"485,986",43.57,8.37
1381,SOL 미국30년국채액티브(H),"8,795",하락 65,-0.73%,0,523,"5,950",0.07,"55,848",N/A,N/A
1382,한국종합기술,"4,770",하락 200,-4.02%,500,522,"10,950",3.23,"56,972",6.23,3.98
1383,HK 머니마켓액티브,"100,435",보합 0,0.00%,0,520,518,0.00,100,N/A,N/A
1384,금비,"51,900","하락 1,300",-2.44%,"5,000",519,"1,000",0.69,"1,632",27.06,4.44
1385,이건산업,"4,710",하락 30,-0.63%,"5,000",516,"10,953",5.25,"10,422",-8.50,-0.98
1386,평화산업,936,하락 2,-0.21%,500,514,"54,902",4.50,"107,986",6.08,8.57
1387,한솔홈데코,637,하락 2,-0.31%,"1,000",513,"80,565",4.00,"110,385",-3.22,-12.82
1388,SOL 국제금커버드콜액티브,"13,850",하락 65,-0.47%,0,512,"3,700",0.08,"112,918",N/A,N/A
1389,ACE 미국10년국채액티브,"10,795",하락 35,-0.32%,0,507,"4,700",1.87,"156,369",N/A,N/A
1390,PLUS 단기채권액티브,"118,615",상승 10,+0.01%,0,505,426,0.05,644,N/A,N/A
1391,TIGER 인버스,"2,805",하락 45,-1.58%,0,505,"18,000",0.00,"596,070",N/A,N/A
1392,형지엘리트,"1,310",하락 28,-2.09%,500,503,"38,390",3.72,"590,392",12.97,-1.56
1393,TIGER 일본엔선물,"8,970",하락 40,-0.44%,0,502,"5,600",0.02,"118,395",N/A,N/A
1394,HANARO 머니마켓액티브,"52,295",하락 5,-0.01%,0,502,960,0.07,"1,435",N/A,N/A
1395,키움 레버리지 2차전지산업 ETN,"14,300","상승 1,375",+10.64%,0,500,"3,500",0.00,"16,181",N/A,N/A
1396,미래에셋-0.5X S&P500 VIX S/T선물 ETN(H)B,"19,980",상승 60,+0.30%,0,500,"2,500",0.00,876,N/A,N/A
1398,마니커,785,상승 2,+0.26%,500,499,"63,511",1.57,"77,012",-6.95,-24.82
1399,서원,"1,048",하락 3,-0.29%,500,498,"47,475",3.05,"170,165",-4.74,35.82
1400,ACE 2월만기자동연장회사채AA-이상액티브,"10,530",보합 0,0.00%,0,496,"4,710",0.00,133,N/A,N/A
1401,티웨이홀딩스,438,하락 6,-1.35%,500,496,"113,163",1.96,"361,674",-0.62,-13.15
1402,웰바이오텍,545,보합 0,0.00%,500,496,"90,923",0.68,0,-3.24,-72.93
1403,KODEX 차이나테크TOP10,"11,350",상승 40,+0.35%,0,494,"4,350",1.48,"21,831",N/A,N/A
1404,유안타증권우,"3,820",하락 25,-0.65%,"5,000",493,"12,912",5.03,"15,611",11.04,N/A
1405,블루산업개발,864,하락 3,-0.35%,500,492,"56,976",1.09,"157,540",-2.11,-19.40
1406,KB 인버스 천연가스 선물 ETN,"10,920",하락 215,-1.93%,0,491,"4,500",0.00,"57,023",N/A,N/A
1408,TIGER 차이나HSCEI,"14,160",하락 170,-1.19%,0,489,"3,450",1.87,"7,565",N/A,N/A
1409,영화금속,944,상승 44,+4.89%,500,488,"51,665",1.50,"335,496",4.07,12.32
1410,마스턴프리미어리츠,"1,597",상승 4,+0.25%,"1,000",487,"30,505",0.21,"33,212",-4.78,-11.60
1411,유화증권우,"2,770",상승 5,+0.18%,"1,000",484,"17,476",0.00,19,15.65,N/A
1412,KODEX 차이나H,"24,765",하락 5,-0.02%,0,483,"1,950",43.88,"6,517",N/A,N/A
1413,신한 구리 선물 ETN(H),"24,120",상승 80,+0.33%,0,482,"2,000",0.00,"7,783",N/A,N/A
1414,KB 천연가스 선물 ETN(H),"4,785",상승 85,+1.81%,0,478,"10,000",0.00,"113,388",N/A,N/A
1415,DL이앤씨우,"22,600",하락 350,-1.53%,"5,000",478,"2,114",6.64,"10,239",3.44,N/A
1416,DAISHIN343 K200,"59,660",상승 785,+1.33%,0,477,800,0.01,928,N/A,N/A
1417,미래에셋 미국 AI TOP3 ETN,"15,855",하락 50,-0.31%,0,476,"3,000",0.00,288,N/A,N/A
1418,KODEX 일본부동산리츠(H),"12,475",하락 55,-0.44%,0,474,"3,800",0.06,"104,213",N/A,N/A
1419,KoAct 글로벌양자컴퓨팅액티브,"20,540",하락 170,-0.82%,0,472,"2,300",0.16,"27,601",N/A,N/A
1420,삼성 레버리지 China A50 선물 ETN(H),"47,210",상승 805,+1.73%,0,472,"1,000",0.00,13,N/A,N/A
1421,삼성 레버리지 S&P500 선물 ETN,"47,210",하락 5,-0.01%,0,472,"1,000",0.00,22,N/A,N/A
1422,메리츠 레버리지 미국채30년 ETN(H),"4,705",하락 60,-1.26%,0,470,"10,000",0.00,"67,913",N/A,N/A
1423,PLUS 국고채10년액티브,"54,390",하락 125,-0.23%,0,469,862,0.00,"3,213",N/A,N/A
1424,WON K-글로벌수급상위,"11,420",상승 125,+1.11%,0,468,"4,100",0.19,"165,944",N/A,N/A
1425,HANARO 글로벌생성형AI액티브,"28,350",상승 170,+0.60%,0,468,"1,650",0.08,"15,770",N/A,N/A
1426,이화산업,"16,660",하락 470,-2.74%,"5,000",466,"2,800",0.18,"39,919",-49.14,-0.46
1427,PLUS 글로벌HBM반도체,"38,810","상승 1,055",+2.79%,0,466,"1,200",0.20,"103,484",N/A,N/A
1428,미래에셋 레버리지 은 선물 ETN B,"46,570",하락 60,-0.13%,0,466,"1,000",0.00,"234,917",N/A,N/A
1429,STX그린로지스,"6,480",하락 100,-1.52%,"2,500",465,"7,171",1.48,"11,708",-2.69,48.26
1430,일진디스플,902,보합 0,0.00%,500,465,"51,514",0.88,0,-7.91,18.62
