N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
2062,신한 레버리지 Russell 2000 ETN B,"11,510",하락 95,-0.82%,0,115,"1,000",0.00,200,N/A,N/A
2063,KIWOOM 물가채KIS,"114,995",상승 5,0.00%,0,115,100,0.00,633,N/A,N/A
2064,HANARO Fn K-게임,"3,830",하락 85,-2.17%,0,115,"3,000",0.00,"43,055",N/A,N/A
2065,KODEX KTOP30,"22,920",상승 260,+1.15%,0,115,500,0.00,"5,367",N/A,N/A
2066,미래에셋 레버리지 옥수수 선물 ETN,"11,425",하락 160,-1.38%,0,114,"1,000",0.00,"2,177",N/A,N/A
2067,KB 미국채 10년 ETN,"11,425",하락 45,-0.39%,0,114,"1,000",0.00,16,N/A,N/A
2068,대덕1우,"9,390",하락 50,-0.53%,500,114,"1,212",0.08,"5,915",28.89,N/A
2069,에셋플러스 인도일등기업포커스20액티브,"10,530",하락 140,-1.31%,0,114,"1,080",0.00,"2,811",N/A,N/A
2070,삼성 미국다우존스 TR ETN,"11,365",보합 0,0.00%,0,114,"1,000",0.00,0,N/A,N/A
2071,KB 레버리지 미국채 10년 ETN,"22,695",하락 170,-0.74%,0,113,500,0.00,1,N/A,N/A
2072,메리츠 미국채30년 ETN,"11,320",보합 0,0.00%,0,113,"1,000",0.00,0,N/A,N/A
2073,메리츠 국채3년 ETN,"11,295",보합 0,0.00%,0,113,"1,000",0.00,0,N/A,N/A
2074,TIGER MSCI KOREA ESG유니버설,"17,020",상승 40,+0.24%,0,112,660,0.00,4,N/A,N/A
2075,메리츠 인버스 국채10년 ETN,"11,155",보합 0,0.00%,0,112,"1,000",0.00,0,N/A,N/A
2076,키움 리츠부동산인프라 ETN,"11,095",상승 75,+0.68%,0,111,"1,000",0.00,1,N/A,N/A
2077,PLUS K방산소부장,"9,230",상승 220,+2.44%,0,111,"1,200",0.21,"23,677",N/A,N/A
2078,메리츠 3X 레버리지 국채3년 ETN,"22,145",보합 0,0.00%,0,111,500,0.00,0,N/A,N/A
2079,메리츠 레버리지 인도 루피화 ETN,"22,085",보합 0,0.00%,0,110,500,0.00,0,N/A,N/A
2080,RISE 미국천연가스밸류체인,"11,025",하락 120,-1.08%,0,110,"1,000",0.00,"4,320",N/A,N/A
2081,SOL 200 Top10,"12,205",상승 230,+1.92%,0,110,900,10.11,"7,303",N/A,N/A
2082,메리츠 3X 레버리지 국채5년 ETN,"21,965",보합 0,0.00%,0,110,500,0.00,0,N/A,N/A
2084,키움 KPOP ETN,"10,900",하락 30,-0.27%,0,109,"1,000",0.00,17,N/A,N/A
2085,RISE 우량업종대표주,"18,115",하락 5,-0.03%,0,109,600,0.00,613,N/A,N/A
2086,덕성우,"7,790",상승 500,+6.86%,500,108,"1,392",1.97,"980,035",17.01,N/A
2087,KIWOOM 미국S&P500&배당다우존스비중전환,"10,320",하락 5,-0.05%,0,108,"1,050",0.00,"71,501",N/A,N/A
2088,더제이 중소형포커스액티브,"10,835",상승 40,+0.37%,0,108,"1,000",0.00,"2,253",N/A,N/A
2089,KB 레버리지 미국채 10년 선물 ETN,"21,655",보합 0,0.00%,0,108,500,0.00,0,N/A,N/A
2090,키움 반도체TOP10 ETN,"15,445",상승 425,+2.83%,0,108,700,0.00,26,N/A,N/A
2091,PLUS ESG성장주액티브,"13,495",상승 115,+0.86%,0,108,800,0.00,269,N/A,N/A
2092,삼성 블룸버그 WTI원유 선물 ETN B,"10,780",상승 110,+1.03%,0,108,"1,000",0.00,92,N/A,N/A
2093,HANARO KRX300,"26,935",상승 575,+2.18%,0,108,400,0.00,51,N/A,N/A
2095,메리츠 인버스 3X 일본 국채 10년 ETN,"21,510",하락 110,-0.51%,0,108,500,0.00,42,N/A,N/A
2096,메리츠 인도 루피화 ETN,"10,705",하락 60,-0.56%,0,107,"1,000",0.00,13,N/A,N/A
2097,신한 S&P 인버스 유로 선물 ETN(H),"10,655",보합 0,0.00%,0,107,"1,000",0.00,0,N/A,N/A
2098,키움 레버리지 바이오TOP10 ETN,"21,265",하락 435,-2.00%,0,106,500,0.00,"14,607",N/A,N/A
2099,KIWOOM 미국달러선물레버리지,"16,840",하락 50,-0.30%,0,106,630,0.00,68,N/A,N/A
2100,RISE TDF2030액티브,"14,145",상승 15,+0.11%,0,106,750,0.00,"4,378",N/A,N/A
2101,삼성 인버스 2X S&P500 선물 ETN,"10,595",하락 15,-0.14%,0,106,"1,000",0.00,241,N/A,N/A
2102,PLUS 고배당저변동50,"16,295",하락 135,-0.82%,0,106,650,0.05,"2,990",N/A,N/A
2103,메리츠 KAP 일본 엔화 ETN,"10,520",하락 80,-0.75%,0,105,"1,000",0.00,"2,854",N/A,N/A
2104,KIWOOM 미국달러SOFR금리액티브(합성),"12,960",하락 20,-0.15%,0,105,810,0.00,921,N/A,N/A
2105,KB 미국채 30년 ETN,"10,485",하락 95,-0.90%,0,105,"1,000",0.00,"1,012",N/A,N/A
2106,메리츠 솔랙티브 WTI원유 선물 ETN(H),"10,435",상승 110,+1.07%,0,104,"1,000",0.00,65,N/A,N/A
2107,대신 밀 선물 ETN(H),"5,215",하락 80,-1.51%,0,104,"2,000",0.00,"4,888",N/A,N/A
2108,RISE 유로스탁스50(H),"16,045",하락 40,-0.25%,0,104,650,0.00,"4,296",N/A,N/A
2109,RISE 중소형고배당,"16,030",하락 60,-0.37%,0,104,650,0.00,"10,133",N/A,N/A
2110,ACE 미국친환경그린테마,"11,575",하락 210,-1.78%,0,104,900,0.00,"2,413",N/A,N/A
2111,메리츠 3X 레버리지 국채10년 ETN,"20,825",하락 75,-0.36%,0,104,500,0.00,127,N/A,N/A
2112,HK S&P코리아로우볼,"16,470",하락 135,-0.81%,0,104,630,0.00,1,N/A,N/A
2113,TIGER KTOP30,"11,520",상승 145,+1.27%,0,104,900,0.00,"12,101",N/A,N/A
2114,메리츠 인버스 일본 국채 10년 ETN,"10,300",하락 25,-0.24%,0,103,"1,000",0.00,"3,726",N/A,N/A
2115,ACE 유럽방산TOP10,"8,955",하락 20,-0.22%,0,103,"1,150",0.00,"5,438",N/A,N/A
2116,KIWOOM 미국달러선물인버스2X,"4,255",상승 10,+0.24%,0,103,"2,420",0.00,"3,229",N/A,N/A
2117,RISE 국채30년레버리지(합성),"20,580",상승 80,+0.39%,0,103,500,0.00,590,N/A,N/A
2118,메리츠 인버스 국채5년 ETN,"10,255",보합 0,0.00%,0,103,"1,000",0.00,0,N/A,N/A
2119,SOL 자동차소부장Fn,"13,615",상승 60,+0.44%,0,102,750,0.01,"61,104",N/A,N/A
2120,KB 인버스 2X 미국채 10년 선물 ETN,"20,400",보합 0,0.00%,0,102,500,0.00,0,N/A,N/A
2121,WON 한국부동산TOP3플러스,"10,160",상승 60,+0.59%,0,102,"1,000",0.00,905,N/A,N/A
2122,한투 인버스 2X 일본 엔선물 ETN,"10,125",상승 40,+0.40%,0,101,"1,000",0.00,1,N/A,N/A
2123,KODEX 미국스마트모빌리티S&P,"7,225",상승 20,+0.28%,0,101,"1,400",0.00,"3,696",N/A,N/A
2125,PLUS K리츠,"7,195",상승 5,+0.07%,0,101,"1,400",0.00,"5,230",N/A,N/A
2126,RISE 헬스케어,"16,785",하락 160,-0.94%,0,101,600,2.02,"27,877",N/A,N/A
2127,RISE V&S셀렉트밸류,"20,120",상승 90,+0.45%,0,101,500,0.00,15,N/A,N/A
2128,PLUS S&P글로벌인프라,"20,110",하락 210,-1.03%,0,101,500,0.00,"2,733",N/A,N/A
2129,ACE BYD밸류체인액티브,"12,565",상승 65,+0.52%,0,101,800,0.70,"2,793",N/A,N/A
2130,메리츠 레버리지 대표 농산물 선물 ETN(H),"10,050",하락 255,-2.47%,0,100,"1,000",0.00,829,N/A,N/A
2131,메리츠 KAP 인버스 2X 일본 엔화 ETN,"20,075",상승 135,+0.68%,0,100,500,0.00,100,N/A,N/A
2132,KB 인버스 2X KOSDAQ 150 선물 ETN,"3,340",하락 65,-1.91%,0,100,"3,000",0.00,"20,748",N/A,N/A
2133,KB 레버리지 구리 선물 ETN(H),"19,965",상승 85,+0.43%,0,100,500,0.00,"5,059",N/A,N/A
2134,KIWOOM 미국테크100월간목표헤지액티브,"11,080",하락 5,-0.05%,0,100,900,0.00,"167,155",N/A,N/A
2135,메리츠 인버스2X 미국채30년 스트립 ETN(H),"49,805",상승 880,+1.80%,0,100,200,0.00,7,N/A,N/A
2136,1Q 차이나H(H),"16,595",하락 45,-0.27%,0,100,600,0.00,117,N/A,N/A
2137,신한 S&P 인버스 2X 유로 선물 ETN(H),"9,955",하락 10,-0.10%,0,100,"1,000",0.00,6,N/A,N/A
2138,한양증권우,"18,960",하락 120,-0.63%,"5,000",100,525,0.93,"1,938",4.58,N/A
2139,SOL 차이나소비트렌드,"9,940",하락 420,-4.05%,0,99,"1,000",0.00,"78,495",N/A,N/A
2140,메리츠 인버스 3X 국채3년 ETN,"19,875",보합 0,0.00%,0,99,500,0.00,0,N/A,N/A
2141,TIGER 한중전기차(합성),"11,685",상승 390,+3.45%,0,99,850,0.00,698,N/A,N/A
2142,메리츠 일본 국채 10년 ETN,"9,865",하락 30,-0.30%,0,99,"1,000",0.00,32,N/A,N/A
2143,메리츠 인버스 3X 국채5년 ETN,"19,715",보합 0,0.00%,0,99,500,0.00,0,N/A,N/A
2144,삼성 중국 자동차 TOP5 TR ETN(H),"9,840",상승 125,+1.29%,0,98,"1,000",0.00,443,N/A,N/A
2145,삼성 중국 AI 테크 TOP5 TR ETN(H),"9,815",상승 25,+0.26%,0,98,"1,000",0.00,891,N/A,N/A
2146,JW중외제약우,"28,650",하락 850,-2.88%,"2,500",98,342,0.02,379,11.36,N/A
2147,FOCUS 알리바바미국채커버드콜혼합,"11,520",하락 50,-0.43%,0,98,850,0.00,"7,526",N/A,N/A
2148,SOL KRX기후변화솔루션,"16,305",상승 305,+1.91%,0,98,600,0.00,"4,580",N/A,N/A
2149,KB 인버스 2X 항셍테크 선물 ETN,"3,260",하락 40,-1.21%,0,98,"3,000",0.00,"1,101",N/A,N/A
2150,RISE KRX300,"27,900",상승 335,+1.22%,0,98,350,0.00,368,N/A,N/A
2151,TRUSTON 코리아밸류업액티브,"16,260",상승 175,+1.09%,0,98,600,0.00,194,N/A,N/A
2152,HANARO 유럽방산,"10,250",하락 40,-0.39%,0,97,950,52.63,"2,115",N/A,N/A
2153,ACE 인도시장대표BIG5그룹액티브,"8,850",하락 90,-1.01%,0,97,"1,100",0.00,"3,794",N/A,N/A
2154,KB 레버리지 밀 선물 ETN,"6,485",하락 80,-1.22%,0,97,"1,500",0.00,"3,301",N/A,N/A
2155,N2 레버리지 국채10년 ETN,"19,395",보합 0,0.00%,0,97,500,0.00,0,N/A,N/A
2156,PLUS 미국로보택시,"12,905",상승 60,+0.47%,0,97,750,0.00,"8,749",N/A,N/A
2157,ACE 미국부동산리츠(합성 H),"80,615",상승 435,+0.54%,0,97,120,0.00,74,N/A,N/A
2158,메리츠 인버스 3X 미국채30년 ETN,"48,300",상승 755,+1.59%,0,97,200,0.00,"2,635",N/A,N/A
2159,메리츠 미국채30년 스트립 ETN(H),"9,605",하락 95,-0.98%,0,96,"1,000",0.00,54,N/A,N/A
2160,키움 인버스 2X K방산 TOP5 ETN,"19,205","하락 2,080",-9.77%,0,96,500,0.00,"11,407",N/A,N/A
2161,한투 일본 엔선물 ETN C,"9,600",하락 10,-0.10%,0,96,"1,000",0.00,1,N/A,N/A
2162,ACE Fn5G플러스,"15,920",상승 135,+0.86%,0,96,600,0.00,"2,489",N/A,N/A
2163,대원전선우,"3,620",하락 60,-1.63%,500,95,"2,621",2.35,"28,144",25.49,N/A
2164,RISE 글로벌데이터센터리츠(합성),"13,545",상승 80,+0.59%,0,95,700,0.00,"3,190",N/A,N/A
2165,N2 인버스 레버리지 WTI원유 선물 ETN(H),63,하락 2,-3.08%,0,94,"150,000",0.00,"4,911,264",N/A,N/A
2166,한투 인버스 2X 구리 선물 ETN,"9,440",하락 15,-0.16%,0,94,"1,000",0.00,"3,933",N/A,N/A
2167,신한 인버스 2X Russell 2000 ETN B,"9,435",상승 50,+0.53%,0,94,"1,000",0.00,170,N/A,N/A
2168,RISE 글로벌클린에너지,"9,430",상승 85,+0.91%,0,94,"1,000",0.00,"2,860",N/A,N/A
2169,KODEX 200동일가중,"15,690",상승 35,+0.22%,0,94,600,0.00,344,N/A,N/A
2170,KB 레버리지 미국채 30년 ETN,"18,815",하락 300,-1.57%,0,94,500,0.00,1,N/A,N/A
2171,메리츠 인버스 3X 미국채10년 ETN,"46,965",상승 420,+0.90%,0,94,200,0.00,25,N/A,N/A
2172,메리츠 인버스 3X 국채10년 ETN,"18,785",보합 0,0.00%,0,94,500,0.00,0,N/A,N/A
2173,HANARO 글로벌워터MSCI(합성),"15,630",하락 100,-0.64%,0,94,600,0.00,688,N/A,N/A
2174,메리츠 3X 레버리지 일본 국채 10년 ETN,"18,730",하락 40,-0.21%,0,94,500,0.00,54,N/A,N/A
2175,한투 레버리지미국채30년 ETN,"18,610",보합 0,0.00%,0,93,500,0.00,0,N/A,N/A
2176,한투 3X레버리지미국채30년 ETN,"46,410",하락 920,-1.94%,0,93,200,0.00,4,N/A,N/A
2177,KB S&P 유럽탄소배출권 선물 ETN(H),"9,250",보합 0,0.00%,0,92,"1,000",0.00,0,N/A,N/A
2178,TIGER 차이나CSI300인버스(합성),"5,765",하락 50,-0.86%,0,92,"1,600",0.35,219,N/A,N/A
2179,KODEX 코리아혁신성장액티브,"18,420",상승 185,+1.01%,0,92,500,0.00,"1,280",N/A,N/A
2180,RISE 미국S&P500엔화노출(합성 H),"11,480",하락 50,-0.43%,0,92,800,0.00,"1,274",N/A,N/A
2181,하나 레버리지 옥수수 선물 ETN(H),"9,160",하락 80,-0.87%,0,92,"1,000",0.00,331,N/A,N/A
2182,KODEX 최소변동성,"15,240",하락 105,-0.68%,0,91,600,0.00,11,N/A,N/A
2183,TIGER 200동일가중,"16,560",하락 50,-0.30%,0,91,550,0.00,241,N/A,N/A
2184,PLUS 주도업종,"16,485",상승 100,+0.61%,0,91,550,0.00,"7,257",N/A,N/A
2185,삼성 인버스 2X 일본니케이225선물 ETN(H),"9,060",하락 70,-0.77%,0,91,"1,000",0.00,"12,295",N/A,N/A
2186,BNK 카카오그룹포커스,"10,040",하락 55,-0.54%,0,90,900,0.00,"49,895",N/A,N/A
2187,SOL 미국500타겟데일리커버드콜액티브,"11,220",상승 20,+0.18%,0,90,800,0.00,"158,230",N/A,N/A
2188,N2 레버리지 국채30년 ETN,"17,925",보합 0,0.00%,0,90,500,0.00,0,N/A,N/A
2189,KODEX 모멘텀Plus,"14,930",상승 110,+0.74%,0,90,600,0.00,731,N/A,N/A
2190,에셋플러스 글로벌다이나믹시니어액티브,"17,210",하락 55,-0.32%,0,89,520,0.00,70,N/A,N/A
2191,하나 블룸버그 2X 천연가스 선물 ETN(H) B,"4,445",상승 155,+3.61%,0,89,"2,000",0.00,"138,355",N/A,N/A
2192,KODEX K-뉴딜디지털플러스,"8,885",상승 145,+1.66%,0,89,"1,000",0.00,344,N/A,N/A
2193,ACE 일라이릴리밸류체인,"12,670",하락 25,-0.20%,0,89,700,0.00,"6,252",N/A,N/A
2194,한투 레버리지국채30년 ETN,"17,705",보합 0,0.00%,0,89,500,0.00,0,N/A,N/A
2195,한투 인버스 2X 유로스탁스50 ETN(H) B,"8,825",상승 30,+0.34%,0,88,"1,000",0.00,407,N/A,N/A
2196,마이다스 일본테크액티브,"32,005",상승 20,+0.06%,0,88,275,0.00,245,N/A,N/A
2197,RISE 글로벌게임테크TOP3Plus,"9,770",하락 15,-0.15%,0,88,900,0.00,"5,962",N/A,N/A
2198,미래에셋 -2X 미국 자율주행대표기업 ETN,"8,755",하락 20,-0.23%,0,88,"1,000",0.00,"4,245",N/A,N/A
2199,SOL 미국S&P500엔화노출(H),"10,935",하락 45,-0.41%,0,87,800,0.00,"9,723",N/A,N/A
2200,KIWOOM 의료AI,"13,445",하락 315,-2.29%,0,87,650,0.00,"15,473",N/A,N/A
2201,SOL 글로벌탄소배출권선물ICE(합성),"14,525",하락 175,-1.19%,0,87,600,0.00,"1,661",N/A,N/A
2202,TIGER 미국나스닥넥스트100,"17,405",상승 170,+0.99%,0,87,500,0.00,"2,538",N/A,N/A
2203,하나 K방산TOP10 ETN,"8,640",상승 345,+4.16%,0,86,"1,000",0.00,724,N/A,N/A
2204,KIWOOM 엔비디아미국30년국채혼합액티브(H),"10,685",하락 20,-0.19%,0,85,800,0.00,"11,266",N/A,N/A
2205,SK증권우,"2,180",보합 0,0.00%,500,85,"3,913",0.27,"3,572",272.50,N/A
2206,TIGER 200커버드콜OTM,"16,955",상승 270,+1.62%,0,85,500,17.55,"3,521",N/A,N/A
2207,RISE 200선물인버스2X,667,하락 18,-2.63%,0,85,"12,700",0.02,"566,381",N/A,N/A
2208,TIGER 의료기기,"18,750",하락 330,-1.73%,0,84,450,2.94,"9,165",N/A,N/A
2209,삼성 인버스 China A50 선물 ETN(H) B,"8,430",하락 120,-1.40%,0,84,"1,000",0.00,628,N/A,N/A
2210,ACE 글로벌빅파마,"12,025",하락 60,-0.50%,0,84,700,0.00,"5,005",N/A,N/A
2211,성신양회우,"11,380",하락 190,-1.64%,"5,000",84,736,2.05,"27,252",15.28,N/A
2212,KIWOOM TDF2050액티브,"16,695",하락 15,-0.09%,0,83,500,0.00,"2,095",N/A,N/A
2213,한투 인버스 나스닥100 ETN B,"8,340",하락 40,-0.48%,0,83,"1,000",0.00,14,N/A,N/A
2214,삼성 인버스 2X 금 선물 ETN(H),"2,075",상승 5,+0.24%,0,83,"4,000",0.00,"45,818",N/A,N/A
2215,메리츠 대표 농산물 선물 ETN(H),"8,280",하락 100,-1.19%,0,83,"1,000",0.00,"3,008",N/A,N/A
2216,한투 레버리지 일본 엔선물 ETN C,"8,270",하락 105,-1.25%,0,83,"1,000",0.00,788,N/A,N/A
2217,TIGER 단기선진하이일드(합성 H),"13,705",상승 10,+0.07%,0,82,600,0.00,646,N/A,N/A
2218,한투 S&P 엔달러 선물 ETN(H),"8,200",하락 20,-0.24%,0,82,"1,000",0.00,503,N/A,N/A
2219,TIGER 경기방어채권혼합,"10,160",보합 0,0.00%,0,81,800,0.13,"7,144",N/A,N/A
2220,KIWOOM 미국원유에너지기업,"12,355",상승 30,+0.24%,0,80,650,0.00,"20,377",N/A,N/A
2221,RISE 일본섹터TOP4Plus,"12,300",하락 45,-0.36%,0,80,650,0.00,"1,673",N/A,N/A
2222,미래에셋 인버스 2X 은 선물 ETN B,"7,985",상승 5,+0.06%,0,80,"1,000",0.00,"210,007",N/A,N/A
2223,ACE 중국본토CSI300레버리지(합성),"4,660",상승 85,+1.86%,0,79,"1,700",0.00,"9,304",N/A,N/A
2224,KoAct 글로벌K컬처밸류체인액티브,"9,895",상승 10,+0.10%,0,79,800,0.06,"431,757",N/A,N/A
2225,KODEX 한중전기차(합성),"12,005",상승 310,+2.65%,0,78,650,0.00,180,N/A,N/A
2226,메리츠 KAP 인버스 2X 중국 위안화 ETN,"15,570",상승 140,+0.91%,0,78,500,0.00,92,N/A,N/A
2227,키움 바이오TOP10 ETN,"11,120",하락 25,-0.22%,0,78,700,0.00,61,N/A,N/A
2228,한투 인버스 플래티넘 선물 ETN,"7,750",하락 55,-0.70%,0,78,"1,000",0.00,86,N/A,N/A
2229,SOL 한국형글로벌전기차&2차전지액티브,"15,410",상승 185,+1.22%,0,77,500,0.00,531,N/A,N/A
2230,N2 인버스 레버리지 구리 선물 ETN(H),"7,690",하락 20,-0.26%,0,77,"1,000",0.00,165,N/A,N/A
2231,메리츠 인버스 2X 구리 선물 ETN(H),"7,675",하락 30,-0.39%,0,77,"1,000",0.00,"5,170",N/A,N/A
2232,삼성 인버스 구리 선물 ETN(H),"7,675",하락 10,-0.13%,0,77,"1,000",0.00,"1,818",N/A,N/A
2233,KIWOOM Fn유전자혁신기술,"12,750",하락 320,-2.45%,0,76,600,0.00,"5,451",N/A,N/A
2235,RISE 수출주,"18,920",상승 220,+1.18%,0,76,400,0.01,"3,645",N/A,N/A
2236,신한 인버스 2X 10년 국채선물 ETN,"10,790",상승 20,+0.19%,0,76,700,0.00,2,N/A,N/A
2237,KB 레버리지 콩 선물 ETN,"15,040",하락 635,-4.05%,0,75,500,0.00,"1,049",N/A,N/A
2238,KIWOOM 글로벌전력GRID인프라,"13,660",하락 30,-0.22%,0,75,550,0.00,"1,976",N/A,N/A
2239,크라운제과우,"9,700",상승 60,+0.62%,200,75,774,0.48,"7,592",11.25,N/A
2240,TIGER 미국소비트렌드액티브,"8,515",하락 45,-0.53%,0,75,880,8.11,"1,277",N/A,N/A
2241,TIGER 200 철강소재,"12,480",상승 255,+2.09%,0,75,600,0.02,"40,237",N/A,N/A
2242,KoAct 미국치매&뇌질환치료제액티브,"12,470",상승 225,+1.84%,0,75,600,0.00,"11,166",N/A,N/A
2243,신한 인버스 2X 미국달러 선물 ETN,"3,730",상승 10,+0.27%,0,75,"2,000",0.00,25,N/A,N/A
2244,코리아써키트2우B,"9,500",상승 10,+0.11%,500,74,784,0.16,"4,700",-3.07,N/A
2245,노루홀딩스우,"30,500",하락 250,-0.81%,500,74,244,2.54,195,12.36,N/A
2246,신한 레버리지 10년 국채선물 ETN,"10,605",상승 15,+0.14%,0,74,700,0.00,2,N/A,N/A
2247,금강공업우,"12,570",상승 880,+7.53%,"1,000",74,590,0.74,"52,560",-22.94,N/A
2248,KIWOOM TDF2040액티브,"16,340",상승 30,+0.18%,0,74,450,0.00,"3,657",N/A,N/A
2249,ACE 싱가포르리츠,"14,700",상승 15,+0.10%,0,74,500,0.03,"1,748",N/A,N/A
2250,RISE KQ고배당,"13,295",하락 65,-0.49%,0,73,550,0.00,"2,402",N/A,N/A
2251,HANARO Fn친환경에너지,"8,540",상승 160,+1.91%,0,73,850,0.00,"8,289",N/A,N/A
2252,PLUS 차이나항셍테크위클리타겟커버드콜,"9,620",상승 65,+0.68%,0,72,750,0.17,"181,353",N/A,N/A
2253,PLUS 심천차이넥스트(합성),"14,240",상승 310,+2.23%,0,71,500,0.00,"1,311",N/A,N/A
2254,메리츠 인버스 3X 국채30년 ETN,"35,395",하락 510,-1.42%,0,71,200,0.00,448,N/A,N/A
2255,한투 인버스 유로스탁스50 ETN(H) C,"7,075",하락 10,-0.14%,0,71,"1,000",0.00,1,N/A,N/A
2256,ACE 일본TOPIX인버스(합성 H),"1,856",하락 10,-0.54%,0,71,"3,800",0.00,"9,631",N/A,N/A
2257,KODEX 미국30년국채울트라선물인버스(H),"11,740",상승 90,+0.77%,0,70,600,0.00,343,N/A,N/A
2258,UNICORN R&D 액티브,"17,600",상승 240,+1.38%,0,70,400,0.00,23,N/A,N/A
2259,한투 3X레버리지국채30년 ETN,"35,080",상승 5,+0.01%,0,70,200,0.00,1,N/A,N/A
2260,마이다스 중소형액티브,"31,020",하락 230,-0.74%,0,70,225,0.00,132,N/A,N/A
2261,SOL 국고채30년액티브,"51,840",상승 105,+0.20%,0,69,134,0.00,31,N/A,N/A
2262,한투 인버스 금 선물 ETN,"6,945",상승 25,+0.36%,0,69,"1,000",0.00,"4,260",N/A,N/A
2263,PLUS 글로벌MSCI(합성 H),"23,120",하락 130,-0.56%,0,69,300,0.00,145,N/A,N/A
2264,RISE 미국장기국채선물(H),"8,635",하락 40,-0.46%,0,69,800,0.00,"1,675",N/A,N/A
2265,TIGER 라틴35,"5,725",하락 175,-2.97%,0,69,"1,200",0.00,"81,546",N/A,N/A
2266,키움 2차전지산업 ETN,"9,745",상승 500,+5.41%,0,68,700,0.00,334,N/A,N/A
2267,PLUS 미국달러SOFR금리액티브(합성),"61,990",하락 115,-0.19%,0,68,110,0.00,34,N/A,N/A
2268,ACE 일본반도체,"16,865",상승 285,+1.72%,0,67,400,0.00,"2,875",N/A,N/A
2269,KIWOOM TDF2030액티브,"14,795",하락 15,-0.10%,0,67,450,0.00,"4,259",N/A,N/A
2270,SOL 차이나태양광CSI(합성),"5,525",상승 90,+1.66%,0,66,"1,200",0.00,"5,289",N/A,N/A
2271,TIGER 미국S&P500선물인버스(H),"2,535",하락 5,-0.20%,0,66,"2,600",0.00,"32,116",N/A,N/A
2272,PLUS 국채선물10년,"54,715",하락 55,-0.10%,0,66,120,0.00,573,N/A,N/A
2273,한투 S&P 레버리지 엔달러 선물 ETN(H),"6,555",하락 75,-1.13%,0,66,"1,000",0.00,"1,967",N/A,N/A
2274,TIGER 200 경기소비재,"21,660",하락 40,-0.18%,0,65,300,0.15,"10,239",N/A,N/A
2275,RISE 인도디지털성장,"10,790",하락 25,-0.23%,0,65,600,0.00,"1,677",N/A,N/A
2276,TIGER 우량가치,"16,460",하락 60,-0.36%,0,64,390,0.02,"11,709",N/A,N/A
2277,신한 인버스 2X 구리 선물 ETN,"1,278",상승 1,+0.08%,0,64,"5,000",0.00,"30,250",N/A,N/A
2279,메리츠 레버리지 미국채10년 ETN(H),"6,370",하락 45,-0.70%,0,64,"1,000",0.00,343,N/A,N/A
2280,1Q 미국배당TOP30,"9,090",하락 55,-0.60%,0,64,700,0.00,"30,232",N/A,N/A
2282,TIGER 유로스탁스레버리지(합성 H),"14,055",하락 45,-0.32%,0,63,450,0.00,58,N/A,N/A
2283,KODEX 밸류Plus,"10,520",하락 105,-0.99%,0,63,600,0.02,"5,459",N/A,N/A
2285,노루페인트우,"13,500",상승 10,+0.07%,500,63,463,0.70,361,14.00,N/A
2286,티와이홀딩스우,"5,020",상승 340,+7.26%,500,62,"1,243",2.95,"28,158",-4.87,N/A
2287,KODEX 경기소비재,"10,315",하락 80,-0.77%,0,62,600,0.00,"3,804",N/A,N/A
2288,KIWOOM 글로벌퓨처모빌리티,"15,470",하락 50,-0.32%,0,62,400,0.45,14,N/A,N/A
2289,한화갤러리아우,"2,130",하락 20,-0.93%,500,62,"2,904",0.57,"1,380",-11.83,N/A
2290,KODEX MSCI EM선물(H),"10,290",상승 40,+0.39%,0,62,600,0.00,366,N/A,N/A
2291,HANARO 농업융복합산업,"11,205",상승 5,+0.04%,0,62,550,0.00,349,N/A,N/A
2292,한투 인버스 베트남 VN30 선물 ETN(H),"6,100",하락 20,-0.33%,0,61,"1,000",0.00,2,N/A,N/A
2294,TIGER 200커뮤니케이션서비스,"21,585",하락 85,-0.39%,0,60,280,0.02,"2,257",N/A,N/A
2295,HANARO 200 TOP10,"12,070",상승 280,+2.37%,0,60,500,0.00,"5,500",N/A,N/A
2296,HANARO Fn K-메타버스MZ,"8,595",하락 95,-1.09%,0,60,700,0.00,"4,247",N/A,N/A
2297,HANARO 글로벌탄소배출권선물ICE(합성),"11,745",하락 115,-0.97%,0,60,510,0.00,827,N/A,N/A
2298,SOL 유럽탄소배출권선물S&P(H),"11,970",하락 100,-0.83%,0,60,500,0.00,688,N/A,N/A
2299,미래에셋 -2X 홍콩H 선물 ETN(H),"5,980",상승 80,+1.36%,0,60,"1,000",0.00,2,N/A,N/A
2300,대신 인버스 천연가스 선물 ETN(H) B,"5,955",하락 100,-1.65%,0,60,"1,000",0.00,"6,700",N/A,N/A
2301,RISE 글로벌농업경제,"9,865",하락 110,-1.10%,0,59,600,0.00,526,N/A,N/A
2302,일양약품우,"12,980",보합 0,0.00%,"2,500",58,445,0.26,0,15.45,N/A
2303,TIGER KRX기후변화솔루션,"16,460",상승 310,+1.92%,0,58,350,0.00,"1,127",N/A,N/A
2304,KODEX 콩선물(H),"11,495",하락 230,-1.96%,0,57,500,0.00,"4,091",N/A,N/A
2305,하이트진로홀딩스우,"12,200",하락 190,-1.53%,"5,000",57,471,0.76,17,6.79,N/A
